seq,title,year,journal,doi,extraction_priority,decision,reason
2168,"When the rain comes, don't stay at home! Regional innovation and FDI in the aftermath of the Great Recession",2025,REGIONAL STUDIES,10.1080/00343404.2025.2503967,1_DOI_FIRST,UNSURE,title_insufficient
2169,Outward foreign direct investment and pollution: Evidence from China,2025,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,10.1016/j.irfa.2025.104355,1_DOI_FIRST,UNSURE,title_insufficient
2170,Wading the uncharted water: how firm's global value chain R&D engagement shaped by domestic performance feedback and CEO,2026,CHINESE MANAGEMENT STUDIES,10.1108/cms-10-2024-0821,1_DOI_FIRST,N,HARD:proc:GVC
2171,"Integrating SMEs market and technology orientation: an exploration of digital technological opportunism, agility, future",2025,INTERNATIONAL MARKETING REVIEW,10.1108/imr-03-2024-0073,1_DOI_FIRST,UNSURE,title_insufficient
2172,Exploring the dynamic impact patterns of R&D on firm capability: asymmetric impact analysis,2026,JOURNAL OF MODELLING IN MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2173,Returnee entrepreneurs' international experience: Effects on entrepreneurial orientation and speed of internationalizati,2025,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2025.102402,1_DOI_FIRST,N,HARD:ant:eo_intl
2174,Breaking trust? International partnership exit and learning about opportunities,2025,INTERNATIONAL BUSINESS REVIEW,10.2139/ssrn.4784085,1_DOI_FIRST,UNSURE,title_insufficient
2175,"Linking Dynamic Capabilities to Export Performance in Africa: The Moderating Roles of Institutional Support, Sociopoliti",2025,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70001,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2176,"Top management teams, work experience diversity and the speed of international entrepreneurship: an upper echelons persp",2026,REVIEW OF MANAGERIAL SCIENCE,10.1007/s11846-025-00913-x,1_DOI_FIRST,UNSURE,title_insufficient
2177,"Export intensity, intellectual property and technology development as drivers for green innovations",2025,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2025.146843,1_DOI_FIRST,UNSURE,title_insufficient
2178,Comparing the Effects of Internationalization on CSR in Service and Non-Service MNEs,2025,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-025-00576-6,1_DOI_FIRST,UNSURE,title_insufficient
2179,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of,2025,TRANSNATIONAL CORPORATIONS REVIEW,10.1016/j.tncr.2025.200126,1_DOI_FIRST,UNSURE,title_insufficient
2180,The nexus between total factor productivity and the backsourcing decision: evidence from India's manufacturing sector,2025,APPLIED ECONOMICS,10.1080/00036846.2025.2527986,1_DOI_FIRST,UNSURE,title_insufficient
2181,The Impact of Lean Inventory Management on Export Intensity,2025,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2182,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",2025,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.70001,1_DOI_FIRST,UNSURE,title_insufficient
2183,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Con,2025,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70005,1_DOI_FIRST,UNSURE,title_insufficient
2184,Determinants of Exports of Services Firm-Level Analysis Combined With the Gravity Model Framework,2025,WORLD ECONOMY,10.1111/twec.13724,1_DOI_FIRST,N,HARD:ant:determinants
2185,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,2025,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,10.1111/jpim.12796,1_DOI_FIRST,UNSURE,title_insufficient
2186,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diver,2025,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2025.115519,1_DOI_FIRST,UNSURE,title_insufficient
2187,Peer Effects of Interlocking Boards on Outward Foreign Direct Investment Decisions,2025,CHINA & WORLD ECONOMY,10.1111/cwe.12598,1_DOI_FIRST,UNSURE,title_insufficient
2188,The Impact of Corporate Governance Mechanisms on Value Creation in Family Firms: Evidence from an Emerging Economy,2024,JOURNAL OF EVOLUTIONARY STUDIES IN BUSINESS,10.1344/jesb2024.9.1.40345,1_DOI_FIRST,N,HARD:gov:corp_gov
2189,How Can Enterprise Digital Transformation Facilitate Internationalization?,2025,SAGE OPEN,10.1177/21582440251346204,1_DOI_FIRST,N,HARD:ant:dig_facilitates
2190,Foreign shareholders and the green internationalization strategy of enterprises: A response to the governance supervisio,2025,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.07.018,1_DOI_FIRST,UNSURE,title_insufficient
2191,Coming Home in the Age of Industry 4.0? The Effects of Offshoring and Backshoring on Manufacturing Companies' Success,2024,SCI,10.3390/sci6040058,1_DOI_FIRST,N,HARD:strat:offshoring
2192,Do workers or firms drive the foreign acquisition wage gap?,2025,EUROPEAN ECONOMIC REVIEW,10.1016/j.euroecorev.2025.105105,1_DOI_FIRST,UNSURE,title_insufficient
2193,"Women's representation on boards, diversity practices, and internationalization: Evidence from greenfield investment",2025,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2025.102481,1_DOI_FIRST,UNSURE,title_insufficient
2194,"The role of SME owner-managers' leadership self-efficacy, cultural intelligence and emotional intelligence in foreign ma",2025,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2025.102482,1_DOI_FIRST,N,HARD:ant:entry_mode
2195,Judicial Independence and Corporate Total Factor Productivity: Evidence from provincial court centralization,2025,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.07.020,1_DOI_FIRST,UNSURE,title_insufficient
2196,"Managing to compete: the Swedish state-owned banks and competition, 1960-1985",2025,SCANDINAVIAN ECONOMIC HISTORY REVIEW,10.1080/03585522.2025.2541344,1_DOI_FIRST,UNSURE,title_insufficient
2197,Navigating trade barriers: How anti-dumping and countervailing policies affect outward foreign direct investment of Chin,2025,ENERGY POLICY,10.1016/j.enpol.2025.114793,1_DOI_FIRST,UNSURE,title_insufficient
2198,Earthquakes and market capitalisation: a historical perspective using panel data,2024,GLOBAL BUSINESS AND ECONOMICS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2199,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,2025,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,10.1108/jaee-01-2025-0028,1_DOI_FIRST,UNSURE,title_insufficient
2200,From internationalization to innovation in the hotel industry: the role of intellectual capital and dynamic capabilities,2025,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,10.1108/ejim-04-2024-0406,1_DOI_FIRST,UNSURE,title_insufficient
2201,Gender and cultural diversity on boards: their impact on internationalisation,2025,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2025.2550765,1_DOI_FIRST,UNSURE,title_insufficient
2202,Business ties and effectuation for radical innovation in small firms: the moderating role of competitive aggressiveness,2026,MARKETING INTELLIGENCE & PLANNING,10.1108/mip-07-2024-0480,1_DOI_FIRST,UNSURE,title_insufficient
2203,Political visits and foreign direct investment,2025,JOURNAL OF BUSINESS RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2204,Innovation Pressure from Domestic and Foreign Competitors and Firm Export Intensity in Transition Economies,2026,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2025.2554992,1_DOI_FIRST,UNSURE,title_insufficient
2205,Knowledge sources for Industry 4.0 technologies in European regions: the role of inward FDIs,2026,INDUSTRY AND INNOVATION,10.1080/13662716.2025.2542901,1_DOI_FIRST,UNSURE,title_insufficient
2206,A culturally contingent view of the RBV in SMES internationalization,2025,JOURNAL OF INTERNATIONAL MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2207,How technological path of internationalization matters? A dynamic capability perspective,2025,JOURNAL OF TECHNOLOGY TRANSFER,10.1007/s10961-025-10269-9,1_DOI_FIRST,UNSURE,title_insufficient
2208,Entrepreneurial mindset and family firm performance: the contingent role of firm age and size,2026,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-02-2025-0037,1_DOI_FIRST,UNSURE,title_insufficient
2209,Thriving in turbulence: resilience and strategic adaptation in global business,2025,REVIEW OF MANAGERIAL SCIENCE,10.1007/s11846-025-00940-8,1_DOI_FIRST,UNSURE,title_insufficient
2210,National culture's influence on firm performance in bad times: Evidence from the COVID-19 crisis and GFC☆,2025,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.2139/ssrn.4798794,1_DOI_FIRST,UNSURE,title_insufficient
2211,Political Connections and M&As Outcomes: Bibliometric Analysis and Research Agenda,2025,SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,,2_NO_DOI_MANUAL,N,HARD:meth:bibliometric
2212,The moderating effect of digital transformation on environmental turbulence in emerging economies-advancing business mod,2025,BENCHMARKING-AN INTERNATIONAL JOURNAL,10.1108/bij-03-2025-0216,1_DOI_FIRST,UNSURE,title_insufficient
2213,Does internationalization trigger digital innovation?,2025,REVIEW OF WORLD ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2214,Corporate governance and corporate earnings misconduct,2026,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,10.1108/ijppm-05-2024-0343,1_DOI_FIRST,N,HARD:gov:corp_gov
2215,Heuristics and decision rationality in entry mode choice: Implications for decision effectiveness and international perf,2026,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2025.102521,1_DOI_FIRST,N,HARD:ant:entry_mode
2216,Entrepreneurial Orientation in the Age of Artificial Intelligence: A Study of SMEs in the Visegrad Chemical Sector,2025,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,10.31083/jeems45710,1_DOI_FIRST,UNSURE,title_insufficient
2217,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of coll",2026,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-06-2024-0578,1_DOI_FIRST,UNSURE,title_insufficient
2218,Signaling shaped by the context: Early-stage funding in the Turkish startup ecosystem,2025,MANAGEMENT & MARKETING,10.2478/mmcks-2025-0012,1_DOI_FIRST,UNSURE,title_insufficient
2219,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interact,2025,CHINESE MANAGEMENT STUDIES,10.1108/cms-09-2024-0683,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
2220,The strategic impact of top management teams on business internationalization: a bibliometric review,2025,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2025.2574548,1_DOI_FIRST,N,HARD:meth:bibliometric
2221,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,2025,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2025.2576281,1_DOI_FIRST,UNSURE,title_insufficient
2222,"Export venture sustainability strategies: an exploration of knowledge-based enablers, conditions and performance implica",2026,INTERNATIONAL MARKETING REVIEW,10.1108/imr-11-2024-0446,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2223,Role of foreign market knowledge and home country institutions in international entrepreneurship-performance relationshi,2025,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-025-10076-8,1_DOI_FIRST,UNSURE,title_insufficient
2224,Internationalization and Carbon Emissions: The Moderating Roles of Internal and External Governance Mechanisms,2025,STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE,10.1002/jsc.70031,1_DOI_FIRST,UNSURE,title_insufficient
2225,Unlocking compliance: assets impairment disclosure,2025,INTERNATIONAL JOURNAL OF ACCOUNTING AND INFORMATION MANAGEMENT,10.1108/ijaim-11-2024-0425,1_DOI_FIRST,UNSURE,title_insufficient
2226,Digital transformation and the offshore outsourcing behavior of manufacturing MNEs,2025,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2227,Corporate political activities and emerging MNCs' internationalization: Interplay of CEO narcissism and gender,2025,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2025.102073,1_DOI_FIRST,N,HARD:ant:CPA_intl
2228,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,2025,COMPETITIVENESS REVIEW,10.1108/cr-04-2024-0074,1_DOI_FIRST,UNSURE,title_insufficient
2229,Cross-listing and foreign direct investment: an institutional arbitrage perspective on Chinese multinational enterprises,2025,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-05-2025-0148,1_DOI_FIRST,UNSURE,title_insufficient
2230,Managerial psychological gender and its impact on selected corporate behaviours,2025,INTERNATIONAL ENTREPRENEURSHIP REVIEW,10.15678/ier.2025.1103.06,1_DOI_FIRST,UNSURE,title_insufficient
2231,Dark triad personality traits and born global internationalization,2025,JOURNAL OF INTERNATIONAL MANAGEMENT,10.2139/ssrn.4630801,1_DOI_FIRST,UNSURE,title_insufficient
2232,DRIVERS OF DIGITAL MARKETING CAPABILITIES IN EMERGING-MARKET MULTINATIONAL ENTERPRISES,2025,JOURNAL OF MARKETING THEORY AND PRACTICE,10.1080/10696679.2025.2602445,1_DOI_FIRST,UNSURE,title_insufficient
2233,Is the pursuit of a competition-friendly industrial policy desirable? Evidence from Korea's post-Asian Financial Crisis ,2026,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,10.2139/ssrn.5238646,1_DOI_FIRST,UNSURE,title_insufficient
2234,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,2025,GLOBAL BUSINESS REVIEW,10.1177/09721509251399758,1_DOI_FIRST,UNSURE,title_insufficient
2235,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,2025,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,10.1177/00252921251401022,1_DOI_FIRST,UNSURE,title_insufficient
2236,Spillover effects of customers' geographic diversification on suppliers' operational performance: impacts and mechanisms,2026,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,10.1108/ijopm-06-2025-0556,1_DOI_FIRST,UNSURE,title_insufficient
2237,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,2025,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2025.101308,1_DOI_FIRST,Y,DUAL:intl+perf
2238,"Subsidies, new firms, and productivity in global manufacturing",2026,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,10.1016/j.ijindorg.2025.103238,1_DOI_FIRST,UNSURE,title_insufficient
2239,Revisiting the role of service for manufacturing firm exports: Evidence from Japanese firm-level data,2026,JAPAN AND THE WORLD ECONOMY,10.1016/j.japwor.2025.101343,1_DOI_FIRST,UNSURE,title_insufficient
2240,Knowledge spillovers and public investment in innovation: empirical evidence from the United Kingdom,2025,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,10.1080/10438599.2025.2608039,1_DOI_FIRST,UNSURE,title_insufficient
2241,Is Cost Competitiveness a Sufficient Driving Force for Croatian Exports?,2025,SOUTH EAST EUROPEAN JOURNAL OF ECONOMICS AND BUSINESS,10.2478/jeb-2025-0016,1_DOI_FIRST,N,HARD:ant:cost_comp
2242,Choice versus necessity: understanding service diversification and firm performance in manufacturing,2026,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2025.115949,1_DOI_FIRST,UNSURE,title_insufficient
2243,Digital maturity and business performance in industry 4.0: evidence from industrial firms in Portugal's Dão Lafões regio,2026,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
2244,Innovating for Sustained Growth: The Impact of R&D and Intangible Assets on the Performance of Indian Companies,2026,JOURNAL OF EMERGING MARKET FINANCE,10.1177/09726527251406717,1_DOI_FIRST,UNSURE,title_insufficient
2245,The Impact of Local Services Development on the Export Performance of Chinese Manufacturing Firms,2026,OPEN ECONOMIES REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
2246,Ceasing Export Activities: A Dynamic Analysis of Pre-Exit Financial and Internationalization Predictors,2026,INFORMATION,10.3390/info17010045,1_DOI_FIRST,Y,STRONG:SI:financial_intl
2247,Foreign networks and export capabilities: insights from small manufacturing firms,2025,JOURNAL OF BUSINESS ECONOMICS,10.1007/s11573-025-01236-9,1_DOI_FIRST,UNSURE,title_insufficient
2248,Digital orientation and performance in innovative SMEs: exploring the (curvi)linear effects,2026,TECHNOVATION,10.1016/j.technovation.2026.103478,1_DOI_FIRST,UNSURE,title_insufficient
2249,Juggling Markets and Products: How Does Ambidexterity Impact Export Performance?,2026,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x251408340,1_DOI_FIRST,Y,STRONG:SI:exp_perf
2250,Artificial intelligence technology and firms' OFDI: Evidence from China,2026,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,10.1016/j.iref.2026.104920,1_DOI_FIRST,UNSURE,title_insufficient
2251,Imprinted Environmental Values: Nature-Oriented CEOs and Behavioral Drivers of Green Technology Innovation,2026,JOURNAL OF BEHAVIORAL FINANCE,10.1080/15427560.2026.2617587,1_DOI_FIRST,UNSURE,title_insufficient
