seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes
662,"Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity","Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix",2012,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,crossref_score=98,Liu_2012,,,,,,,,,,,,,3,,,,,,,,
663,"Multinationality, foreignness and institutional distance in the relation between R&D and productivity","Anon Higon, Dolores; Manjon Antolin, Miguel",2012,RESEARCH POLICY,,crossref_no_match,Higon_2012,,,,,,,,,,,,,3,,,,,,,,
664,The effect of government-designed export promotion service use on small and medium-sized enterprise goal achievement: A multidimensional view of export performance,"Durmusoglu, Serdar S.; Apfelthaler, Gerhard; Nayir, Dilek Zamantili; Alvarez, Roberto; Mughan, Terry",2012,INDUSTRIAL MARKETING MANAGEMENT,,crossref_no_match,Durmusoglu_2012,,,,,,,,,,,,,3,,,,,,,,
665,Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,"Andersen, Torben Juul",2012,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,crossref_score=61,Andersen_2012,,,,,,,,,,,,,3,,,,,,,,
666,Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",2012,JOURNAL OF RETAILING,,crossref_no_match,Assaf_2012,,,,,,,,,,,,,3,,,,,,,,
667,Locational determinants of internationalization: A firm-level analysis of Chinese and Indian acquisitions,"De Beule, Filip; Duanmu, Jing-Lin",2012,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2012.03.006,crossref_score=80,Beule_2012,,,,,,,,,,,,,3,,,,,,,,
668,Internationalization of Established Small Manufacturers in a Developing Economy: A Case Study of Kenyan SMEs,"Matanda, Margaret Jekanyika",2012,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21480,crossref_score=81,Matanda_2012,,,,,,,,,,,,,3,,,,,,,,
669,Capability creation and internationalization with business group embeddedness - the case of Tata Motors in passenger cars,"Becker-Ritterspach, Florian; Bruche, Gert",2012,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2012.03.009,crossref_score=101,BeckerRitterspach_2012,,,,,,,,,,,,,3,,,,,,,,
670,Internationalization and the IPO performance of new ventures,"LiPuma, Joseph A.",2012,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,crossref_score=60,LiPuma_2012,,,,,,,,,,,,,3,,,,,,,,
671,PRO-MARKET REFORMS AND DEVELOPING COUNTRY MULTINATIONAL CORPORATIONS,"Dau, Luis Alfonso",2012,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01033.x,crossref_score=76,Dau_2012,,,,,,,,,,,,,3,,,,,,,,
672,"The decision to export: Firm heterogeneity, sunk costs, and spatial concentration","Yi, Jingtao; Wang, Chengqi",2012,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.09.001,crossref_score=67,Yi_2012,,,,,,,,,,,,,3,,,,,,,,
673,A longitudinal study of the relationship between export activity and innovation in the Spanish firm: The moderating role of productivity,"Monreal-Perez, Joaquin; Aragon-Sanchez, Antonio; Sanchez-Marin, Gregorio",2012,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.09.010,crossref_score=67,MonrealPerez_2012,,,,,,,,,,,,,3,,,,,,,,
674,"Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team","Ganotakis, Panagiotis; Love, James H.",2012,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2012.16,crossref_score=90,Ganotakis_2012,,,,,,,,,,,,,3,,,,,,,,
675,HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,"Verbeke, Alain; Forootan, M. Zaman",2012,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Verbeke_2012,,,,,,,,,,,,,3,,,,,,,,
676,WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,"Contractor, Farok J.",2012,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,crossref_score=101,Contractor_2012,,,,,,,,,,,,,3,,,,,,,,
677,INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,"Fisch, Jan Hendrik",2012,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Fisch_2012,,,,,,,,,,,,,3,,,,,,,,
678,The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,"Ferrante, Maria Rosaria; Freo, Marzia",2012,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,crossref_score=88,Ferrante_2012,,,,,,,,,,,,,3,,,,,,,,
679,Firms' internationalization and productivity growth,"Merino, Fernando",2012,RESEARCH IN ECONOMICS,,crossref_no_match,Merino_2012,,,,,,,,,,,,,3,,,,,,,,
680,Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",2012,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Jimenez_2012,,,,,,,,,,,,,3,,,,,,,,
681,"Early internationalization and performance of small high-tech ""born-globals""","Li, Lee; Qian, Gongming; Qian, Zhengming",2012,INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,crossref_score=64,Li_2012,,,,,,,,,,,,,3,,,,,,,,
682,Globalization and workplace performance in Canada: Cross-sectional and dynamic analyses of productivity and wage outcomes,"Zhang, Heather; Smith, Michael R.",2012,RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,10.1016/j.rssm.2012.04.001,crossref_score=67,Zhang_2012,,,,,,,,,,,,,3,,,,,,,,
683,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,"Borda-Reyes, Armando",2012,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,crossref_no_match,BordaReyes_2012,,,,,,,,,,,,,3,,,,,,,,
684,"Innovation, internationalization and entrepreneurship: A new venture research perspective","Yu, Xiaoyu; Si, Steven",2012,INNOVATION-ORGANIZATION & MANAGEMENT,,crossref_no_match,Yu_2012,,,,,,,,,,,,,3,,,,,,,,
685,The Role of Internationalization in Explaining Innovation Performance,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",2012,INNOVATIONS IN INTERNATIONAL BUSINESS,,crossref_no_match,Buckley_2012,,,,,,,,,,,,,3,,,,,,,,
686,Triple testing the quality of multinationality-performance research,"Verbeke, Alain; Brugman, Paul",2012,HANDBOOK OF RESEARCH ON INTERNATIONAL STRATEGIC MANAGEMENT,,crossref_no_match,Verbeke_2012,,,,,,,,,,,,,3,,,,,,,,
687,Does export and productivity growth linkage exist? Evidence from the Indian manufacturing industry,"Sharma, Chandan; Mishra, Ritesh",2011,INTERNATIONAL REVIEW OF APPLIED ECONOMICS,10.1080/02692171.2011.557046,crossref_score=75,Sharma_2011,,,,,,,,,,,,,3,,,,,,,,
688,"Internationalization, internalization and the performance of US biopharmaceutical SMEs","Li, Lei; Li, Dan; Shi, Weilei (Stone)",2011,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Li_2011,,,,,,,,,,,,,3,,,,,,,,
689,Internationalization of new ventures: tests of growth and survival,"Schueffel, Patrick; Amann, Wolfgang; Herbolzheimer, Emilio",2011,MULTINATIONAL BUSINESS REVIEW,10.1108/15253831111190199,crossref_score=62,Schueffel_2011,,,,,,,,,,,,,3,,,,,,,,
690,"Internationalization, Innovativeness, and Proactive Environmental Strategy among Small and Medium Enterprises","Aguilera-Caracuel, Javier; Angeles Escudero-Torres, M.; Cordon-Pozo, Eulogio; Esther Hurtado-Torres, Nuria",2011,CROSS-SECTOR LEADERSHIP FOR THE GREEN ECONOMY: INTEGRATING RESEARCH AND PRACTICE ON SUSTAINABLE ENTERPRISE,10.1057/9781137015891_13,crossref_score=83,AguileraCaracuel_2011,,,,,,,,,,,,,3,,,,,,,,
691,"Examining SME performance: the role of innovation, R&D and internationalisation","Pett, Timothy L.; Wolff, James A.",2011,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,crossref_no_match,Pett_2011,,,,,,,,,,,,,3,,,,,,,,
692,REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",2011,ACTUAL PROBLEMS OF ECONOMICS,,crossref_no_match,Ho_2011,,,,,,,,,,,,,3,,,,,,,,
693,"National Export-Promotion Programs as Drivers of Organizational Resources and Capabilities: Effects on Strategy, Competitive Advantage, and Performance","Leonidou, Leonidas C.; Palihawadana, Dayananda; Theodosiou, Marios",2011,JOURNAL OF INTERNATIONAL MARKETING,10.1108/sd.2011.05627jaa.003,crossref_score=90,Leonidou_2011,,,,,,,,,,,,,3,,,,,,,,
694,The risk implications of multinational enterprise,"Andersen, Torben Juul",2011,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,,crossref_no_match,Andersen_2011,,,,,,,,,,,,,3,,,,,,,,
695,Do Export Status and Export Intensity Increase Firm Performance?,"Abor, Joshua",2011,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.20386,crossref_score=83,Abor_2011,,,,,,,,,,,,,3,,,,,,,,
696,Credit constraints and firm export: Microeconomic evidence from Italy,"Minetti, Raoul; Zhu, Susan Chun",2011,JOURNAL OF INTERNATIONAL ECONOMICS,10.1016/j.jinteco.2010.12.004,crossref_score=77,Minetti_2011,,,,,,,,,,,,,3,,,,,,,,
697,Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,"Hagemejer, Jan; Kolasa, Marcin",2011,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,crossref_score=80,Hagemejer_2011,,,,,,,,,,,,,3,,,,,,,,
698,Quantitative Evaluation of the Determinants of Export and FDI: Firm-level Evidence from Japan,"Todo, Yasuyuki",2011,WORLD ECONOMY,10.1111/j.1467-9701.2011.01331.x,crossref_score=73,Todo_2011,,,,,,,,,,,,,3,,,,,,,,
699,"Multinationals, R&D, and productivity: evidence for UK manufacturing firms","Anon Higon, Dolores; Manjon Antolin, Miguel; Manez, Juan A.",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr007,crossref_score=68,Higon_2011,,,,,,,,,,,,,3,,,,,,,,
700,Drivers and impacts in the globalization of corporate R&D: an introduction based on the European experience,"Moncada-Paterno-Castello, Pietro; Vivarelli, Marco; Voigt, Peter",2011,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtr005,crossref_score=73,MoncadaPaternoCastello_2011,,,,,,,,,,,,,3,,,,,,,,
701,A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIONALITY ON PERFORMANCE,"Hennart, Jean-Francois",2011,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Hennart_2011,,,,,,,,,,,,,3,,,,,,,,
702,"Size, innovation and internationalization: a survival analysis of Italian firms","Giovannetti, Giorgia; Ricchiuti, Giorgio; Velucchi, Margherita",2011,APPLIED ECONOMICS,10.1080/00036840802600566,crossref_score=61,Giovannetti_2011,,,,,,,,,,,,,3,,,,,,,,
703,"MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES","Li, Sali; Tallman, Stephen",2011,STRATEGIC MANAGEMENT JOURNAL,,crossref_no_match,Li_2011,,,,,,,,,,,,,3,,,,,,,,
704,A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,"Banalieva, Elitsa R.; Sarathy, Ravi",2011,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Banalieva_2011,,,,,,,,,,,,,3,,,,,,,,
705,Rapid FDI expansion and firm performance,"Chang, Sea-Jin; Rhee, Jay Hyuk",2011,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,crossref_no_match,Chang_2011,,,,,,,,,,,,,3,,,,,,,,
706,Innovation and internationalization as growth strategies: The role of technological capabilities and appropriability,"Kylaheiko, Kalevi; Jantunen, Ari; Puumalainen, Kaisu; Saarenketo, Sami; Tuppura, Anni",2011,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Kylaheiko_2011,,,,,,,,,,,,,3,,,,,,,,
707,Does Board Independence Influence the Top Management Team? Evidence from Strategic Decisions toward Internationalization,"Chen, Hsiang-Lan",2011,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,10.1111/j.1467-8683.2011.00850.x,crossref_score=81,Chen_2011,,,,,,,,,,,,,3,,,,,,,,
708,"Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China","Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.",2011,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,crossref_score=84,Jean_2011,,,,,,,,,,,,,3,,,,,,,,
709,Productivity and Internationalization: A Micro-Data Approach,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",2011,ECONOMIST-NETHERLANDS,,crossref_no_match,Bergeijk_2011,,,,,,,,,,,,,3,,,,,,,,
710,Firms' Internationalisation Strategies: The Evidence,"Greenaway, David; Kneller, Richard; McGowan, Danny",2011,PALGRAVE HANDBOOK OF INTERNATIONAL TRADE,,crossref_no_match,Greenaway_2011,,,,,,,,,,,,,3,,,,,,,,
711,THE BORN GLOBAL ILLUSION AND THE REGIONAL NATURE OF INTERNATIONAL BUSINESS,"Rugman, Alan M.; Almodovar, Paloma",2011,FUTURE OF FOREIGN DIRECT INVESTMENT AND THE MULTINATIONAL ENTERPRISE,10.1108/s1064-4857(2011)0000015015,crossref_score=62,Rugman_2011,,,,,,,,,,,,,3,,,,,,,,
712,Value Creation and Home Region Internationalization of U.S. MNEs,"Oh, Chang Hoon",2010,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Oh_2010,,,,,,,,,,,,,3,,,,,,,,
713,A Study on the Relationship between Multinationality and Performance among Korean Firms,"Kim, Seog-Soo",2010,JOURNAL OF KOREA TRADE,,crossref_no_match,Kim_2010,,,,,,,,,,,,,3,,,,,,,,
714,The Determinants of Firm-Level Export Intensity in New Zealand Agriculture and Forestry,"Iyer, Kris",2010,ECONOMIC ANALYSIS AND POLICY,,crossref_no_match,Iyer_2010,,,,,,,,,,,,,3,,,,,,,,
715,The influence of international networks on internationalization speed and performance: A study of Czech SMEs,"Musteen, Martina; Francis, John; Datta, Deepak K.",2010,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,crossref_score=66,Musteen_2010,,,,,,,,,,,,,3,,,,,,,,
716,The local/global integration of MNC subsidiaries and their technological behaviour: Argentina in the late 1990s,"Marin, Anabel; Bell, Martin",2010,RESEARCH POLICY,10.1016/j.respol.2010.04.002,crossref_score=77,Marin_2010,,,,,,,,,,,,,3,,,,,,,,
717,Does the regional nature of multinationals affect the multinationality and performance relationship?,"Rugman, Alan M.; Oh, Chang Hoon",2010,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.02.012,crossref_score=73,Rugman_2010,,,,,,,,,,,,,3,,,,,,,,
718,"Internationalization, Performance and Volatility: The World Largest Financial Groups","Outreville, J. Francois",2010,JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,crossref_score=74,Outreville_2010,,,,,,,,,,,,,3,,,,,,,,
719,Internationalization and firm performance: Exploring the moderating effects of regional diversification,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",2010,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,crossref_no_match,Pan_2010,,,,,,,,,,,,,3,,,,,,,,
720,Internationalization and Company Performance: A Study of Emerging Russian Multinationals,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",2009,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,crossref_score=68,Vaatanen_2009,,,,,,,,,,,,,2,,,,,,,,
721,"The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan","Driffield, Nigel; Chiang, P.",2009,INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,crossref_score=70,Driffield_2009,,,,,,,,,,,,,2,,,,,,,,
722,Export-oriented small and medium industry clusters in Indonesia,"Tambunan, Tulus",2009,JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,10.1108/17506200910943661,crossref_score=67,Tambunan_2009,,,,,,,,,,,,,2,,,,,,,,
723,R&D intensity for innovative and adaptive purposes in overseas subsidiaries: Evidence from Japanese multinational enterprises,"Todo, Yasuyuki; Shimizutani, Satoshi",2009,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2008.03.002,crossref_score=80,Todo_2009,,,,,,,,,,,,,2,,,,,,,,
724,The export-growth relationship: estimating a dose-response function,"Fryges, Helmut",2009,APPLIED ECONOMICS LETTERS,10.2139/ssrn.900545,crossref_score=68,Fryges_2009,,,,,,,,,,,,,2,,,,,,,,
725,Are more exports better for a firm's performance? The moderating effect of FDI,"Chiao, Yu-Ching; Li, Peng-Yu",2009,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,crossref_no_match,Chiao_2009,,,,,,,,,,,,,2,,,,,,,,
726,Relationships between business factors and performance in internationalization An empirical study in China,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",2009,MANAGEMENT DECISION,,crossref_no_match,Zeng_2009,,,,,,,,,,,,,2,,,,,,,,
727,Triple-testing the quality of multinationality-performance research: An internalization theory perspective,"Verbeke, Alain; Brugman, Paul",2009,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.01.005,crossref_score=73,Verbeke_2009,,,,,,,,,,,,,2,,,,,,,,
728,Modeling the diffusion of strategies: an application to exporting,"Clerides, Sofronis; Kassinis, George",2009,INDUSTRIAL AND CORPORATE CHANGE,,crossref_no_match,Clerides_2009,,,,,,,,,,,,,2,,,,,,,,
729,On the Internationalization of the Wireless Telecommunications Industry: A Market-Based Analysis of Six European Service Providers,"Powell, Steven R.",2009,INTERNATIONAL JOURNAL OF INTERDISCIPLINARY TELECOMMUNICATIONS AND NETWORKING,,crossref_title_mismatch,Powell_2009,,,,,,,,,,,,,2,,,,,,,,
730,How Firm Performance Affects Internationalization,"Jung, Jae C.; Bansal, Pratima",2009,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Jung_2009,,,,,,,,,,,,,2,,,,,,,,
731,Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,"Mauri, Alfredo J.",2009,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,crossref_score=68,Mauri_2009,,,,,,,,,,,,,2,,,,,,,,
732,Exporting and productivity in business services: Evidence from the United States,"Love, James H.; Mansury, Mica Ariana",2009,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,crossref_score=60,Love_2009,,,,,,,,,,,,,2,,,,,,,,
733,Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",2009,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,crossref_score=85,Koh_2009,,,,,,,,,,,,,2,,,,,,,,
734,Internationalization of retail banks: A micro-level study of the multinationality-performance relationship,"Venzin, Markus; Kumar, Vikas; Kleine, Jens",2008,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-008-0027-7,crossref_score=75,Venzin_2008,,,,,,,,,,,,,2,,,,,,,,
735,Multinationality and technical efficiency: A neglected perspective,"Li, Lei",2008,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Li_2008,,,,,,,,,,,,,2,,,,,,,,
736,The role of internationalization in explaining innovation performance,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",2008,TECHNOVATION,,crossref_no_match,Kafouros_2008,,,,,,,,,,,,,2,,,,,,,,
737,"Multinationality, R&D Intensity, and Firm Performance: Evidence from U.S. Manufacturing Firms","Bae, Sung C.; Park, Bell J. C.; Wang, Xiaohong",2008,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Bae_2008,,,,,,,,,,,,,2,,,,,,,,
738,"Subsidiary size, internationalization, product diversification, and performance in an emerging market","Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan",2008,INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,crossref_score=67,Chiao_2008,,,,,,,,,,,,,2,,,,,,,,
739,"Corporate diversification: The impact of foreign competition, industry globalization, and product diversification","Wiersema, Margarethe F.; Bowen, Harry P.",2008,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.653,crossref_score=81,Wiersema_2008,,,,,,,,,,,,,2,,,,,,,,
740,Overseas business costs and firm export performance,"Kneller, Richard; Pisu, Mauro; Yu, Zhihong",2008,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/j.1540-5982.2008.00480.x,crossref_score=65,Kneller_2008,,,,,,,,,,,,,2,,,,,,,,
741,The export intensity of venture capital backed companies,"Lockett, Andy; Wright, Mike; Burrows, Andrew; Scholes, Louise; Paton, Dave",2008,SMALL BUSINESS ECONOMICS,10.1007/s11187-008-9109-y,crossref_score=66,Lockett_2008,,,,,,,,,,,,,2,,,,,,,,
742,The impact of corporate social performance on a firm's multinationality,"Bouquet, Cyril; Deutsch, Yuval",2008,JOURNAL OF BUSINESS ETHICS,,crossref_no_match,Bouquet_2008,,,,,,,,,,,,,2,,,,,,,,
743,Network embeddedness and new-venture internationalization: Analyzing international linkages in the German biotech industry,"Al-Laham, Andreas; Souitaris, Vangelis",2008,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2007.09.001,crossref_score=97,AlLaham_2008,,,,,,,,,,,,,2,,,,,,,,
