seq,title,decision,reason,has_abstract
2369,"Internationalisation, outsourcing and labour fragmentation: The case of FIAT",UNSURE,auto:insufficient_evidence,N
2371,Internationalization and accounting-based risk in the restaurant industry,UNSURE,auto:insufficient_evidence,N
2373,Generative Capability,UNSURE,auto:insufficient_evidence,N
2374,Influence of Companies’ Governance Process on Sustainability Reporting in Nigeri,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2377,Multi-level factors affecting firm competitiveness in ASEAN region of small and ,UNSURE,auto:insufficient_evidence,N
2381,Internationalisation and innovation on balanced scorecard (BSC) among Malaysian ,UNSURE,auto:insufficient_evidence,Y
2383,The influence of relational capital and networking on the internationalization o,UNSURE,auto:insufficient_evidence,Y
2391,An analysis of the firms-specific determinants influencing the voluntary IFRS ad,UNSURE,auto:insufficient_evidence,N
2392,Internationalization and innovation in emerging markets,UNSURE,auto:insufficient_evidence,Y
2393,Influence of financial distress on exchange rate exposure: Evidence from India,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
2397,"Flower Export Barriers: A Comparative Study in Colombia, Mexico and Ecuador",UNSURE,auto:insufficient_evidence,N
2398,“Monica and Friends”: the challenge to internationalize,UNSURE,auto:insufficient_evidence,Y
2402,Export propensity and intensity of Nigerian SMEs,UNSURE,auto:insufficient_evidence,N
2403,Influential dynamic capabilities in small and medium enterprises’ internationali,UNSURE,auto:insufficient_evidence,N
2407,The dynamics of exporting and innovation: Evidence from the Tunisian manufacturi,UNSURE,auto:insufficient_evidence,N
2408,"Networks, business models, and competitiveness in small Finnish firms",UNSURE,auto:insufficient_evidence,N
2409,"Small firm internationalization, innovation, and growth",UNSURE,auto:insufficient_evidence,N
2412,Internationalization of SMEs: An empirical study in Vijayawada City,UNSURE,auto:insufficient_evidence,N
2413,International expansion of family firms: The moderating role of successors and e,Y,"auto_abstract:quantitative_stat,ip_performance",Y
2416,"Deregulation and liberalisation, business cycles and performance of Indian indus",UNSURE,auto:insufficient_evidence,N
2417,Italian FDI and exports at sectoral level: Substitutes or complements?,UNSURE,auto:insufficient_evidence,Y
2421,An analysis of supply chains in renewable energy industries: A survey in italy,UNSURE,auto:insufficient_evidence,N
2425,From global aspirations to regional dominance: The case of Deutsche telekom,UNSURE,auto:insufficient_evidence,Y
2426,Expatriate failure in the indian information technology industry,UNSURE,auto:insufficient_evidence,Y
2431,Clusters and outsourcing innovation activity,UNSURE,auto:insufficient_evidence,Y
2434,Analysis of explanatory factors of profitability for wine firms in Castilla-La M,UNSURE,auto:insufficient_evidence,N
2435,Determinants of transfer pricing aggressiveness: Empirical evidence from Austral,UNSURE,auto:insufficient_evidence,N
2437,Export activity and firm heterogeneity: A survey of the empirical evidence for I,UNSURE,auto:insufficient_evidence,N
2439,In at the Deep End of Firm Internationalization: Nationality Diversity on Top Ma,UNSURE,auto:insufficient_evidence,N
2442,The performance of foreign affiliates in German manufacturing: Evidence from a n,UNSURE,auto:insufficient_evidence,N
2443,Rethinking on public enterprise: Editorial introduction and some personal remark,UNSURE,auto:insufficient_evidence,N
2445,Heterogeneity in managerial strategies and internationalization of firms: The ca,UNSURE,auto:insufficient_evidence,N
2446,Impact of external factors on enterprises marketing strategy internationalizatio,UNSURE,auto:insufficient_evidence,N
2447,The impact of foreign R&D activities on the Mnc'S performance at home: Evidence ,UNSURE,auto:insufficient_evidence,Y
2449,A territorial analysis of total factor productivity in Italy,UNSURE,auto:insufficient_evidence,N
2451,The diffusion of process technologies in Spanish manufacturing firms,UNSURE,auto:insufficient_evidence,N
2452,Internationalisation in new ventures - What role do team dynamics play?,UNSURE,auto:insufficient_evidence,N
2454,"IT, SME's performance and regional development: An empirical study of insular fi",UNSURE,auto:insufficient_evidence,N
2455,Unequal benefits from internationalisation: Regional technology differences in C,UNSURE,auto:insufficient_evidence,N
2456,"Production linkages, technological intensities and economic performance: Small a",UNSURE,auto:insufficient_evidence,N
2457,Impact of mergers and acquisitions on consumers' welfare: Experience of indian m,UNSURE,auto:insufficient_evidence,N
2458,Knowledge creation in multinational corporations: The role of organizational str,UNSURE,auto:insufficient_evidence,N
2459,Total factor productivity and energy intensity in Indian manufacturing: A cross-,UNSURE,auto:insufficient_evidence,N
2460,Internationalization opportunities and challenges for small and medium-sized ent,UNSURE,auto:insufficient_evidence,N
2463,The preparedness of listed Tunisian companies to adopt international financial r,UNSURE,auto:insufficient_evidence,N
2464,Innovation and internationalisation of Malaysia's education sector through e-lea,UNSURE,auto:insufficient_evidence,N
2465,Method of evaluating the success of the dairy czech small and medium-sized enter,UNSURE,auto:insufficient_evidence,N
2467,The determinate effects of competences and decision process factors on firms' in,UNSURE,auto:insufficient_evidence,N
2468,"Political capabilities, policy risk, and international investment strategy: Evid",UNSURE,auto:insufficient_evidence,Y
2469,A multivariate comparison of foreign-owned versus domestically-owned private fir,UNSURE,auto:insufficient_evidence,N
2471,Factors influencing the implementation of green productivity practices and its e,UNSURE,auto:insufficient_evidence,N
2472,The role of corporate entrepreneurship in internationalization of small and medi,UNSURE,auto:insufficient_evidence,N
2473,The impact of human and social capital on the internationalisation of German con,UNSURE,auto:insufficient_evidence,N
2476,Market orientation and international entrepreneurship,UNSURE,auto:insufficient_evidence,N
2478,Who cares about corporate taxation? Asymmetric tax effects on outbound FDI,UNSURE,auto:insufficient_evidence,Y
2480,Influence of the capacities of top management on the internationalization of SME,UNSURE,auto:insufficient_evidence,N
2481,Trade Credits and Bank Loans for SMEs in the Textile Sector,UNSURE,auto:insufficient_evidence,N
2482,Why do firms venture in external markets? The case of Dubai,UNSURE,auto:insufficient_evidence,N
2484,An Analysis of the Promotion Policy for Foreign R&D Investment,UNSURE,auto:insufficient_evidence,N
2485,An analytical framework for managing container terminals,UNSURE,auto:insufficient_evidence,N
2486,Internalisation and firm performance: Evidence from estimates of efficiency in b,UNSURE,auto:insufficient_evidence,Y
2488,"Market structure, external exposure and industry profitability: Evidence from Ta",UNSURE,auto:insufficient_evidence,N
2489,Demographic changes in IS research productivity and impact,UNSURE,auto:insufficient_evidence,Y
2492,Transnational state entrepreneurship? Assessing Singapore's Suzhou industrial pa,UNSURE,auto:insufficient_evidence,Y
2493,"Product diversification, multinationality, and country involvement: What is the ",UNSURE,auto:insufficient_evidence,N
2496,"Intra-regional sales, product diversity, and the performance of merchandising mu",UNSURE,auto:insufficient_evidence,N
2497,Routes towards supplier and production network internationalisation,UNSURE,auto:insufficient_evidence,Y
2498,A comparison of the international diversity on top management teams of multinati,UNSURE,auto:insufficient_evidence,N
2501,The effect of keiretsu affiliation and resource dependencies on supplier firm pe,UNSURE,auto:insufficient_evidence,N
2502,Gravure looks ahead - With confidence,UNSURE,auto:insufficient_evidence,N
2504,Innovation in the food sector: Regional networks and internationalisation,UNSURE,auto:insufficient_evidence,Y
2507,The application of business process reengineering in the UK,UNSURE,auto:insufficient_evidence,Y
2509,Exploring the role of proximity in SME knowledge-acquisition,UNSURE,auto:insufficient_evidence,N
2510,What determined success during the Asian economic crisis?-the importance of expe,UNSURE,auto:insufficient_evidence,N
2516,Strategic renewal of Europe's largest telecom operators (1992-2001): From herd b,UNSURE,auto:insufficient_evidence,N
2519,Exports as an indicator on or promoter of successful Swedish manufacturing firms,UNSURE,auto:insufficient_evidence,N
2520,Determinants of internet financial reporting by New Zealand Companies,UNSURE,auto:insufficient_evidence,Y
2521,Internationalisation process of Spanish banks: Strategic orientation after the m,UNSURE,auto:insufficient_evidence,Y
2524,Spain in the EU: Fifteen years may not be enough,UNSURE,auto:insufficient_evidence,N
2526,Profile of Dogi: A world leader in stretch knitted fabrics,UNSURE,auto:insufficient_evidence,N
2530,Empirical validation of a general model of growth opportunities,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
2531,Do Small Innovating Firms Outperform Non-Innovators?,UNSURE,auto:insufficient_evidence,N
2535,Profile of Arcadia Group,UNSURE,auto:insufficient_evidence,N
2536,"Growth in food and drink multinationals, 1977-94: An empirical investigation",UNSURE,auto:insufficient_evidence,N
2540,The value of employment relations in multinationals: Finding the right balance,UNSURE,auto:insufficient_evidence,N
2542,An empirical examination of the influence of industry and firm drivers on the ra,UNSURE,auto:insufficient_evidence,N
2546,Employment relations and labour market indicators in ten industrialized market e,UNSURE,auto:insufficient_evidence,N
2547,The poultry industry in the United Kingdom,UNSURE,auto:insufficient_evidence,N
2548,A study of technology transfer in a multinational cooperative joint venture,UNSURE,auto:insufficient_evidence,N
2549,"A profile of the hotel financial controller in the United Kingdom, United States",UNSURE,auto:insufficient_evidence,N
2550,"Restructuring of primary industries: Technology, labor, and corporate strategy a",UNSURE,auto:insufficient_evidence,N
2551,The role of research for the social shaping of new technologies: Designing a res,UNSURE,auto:insufficient_evidence,N
2552,SIGMA (software industrialized generator and maintenance aids) project,UNSURE,auto:insufficient_evidence,N
2555,New vistas in competitive bidding strategies,UNSURE,auto:insufficient_evidence,N
2556,"Transnational Corporations, Competition and Monopoly",UNSURE,auto:insufficient_evidence,Y
2557,Strategy alternatives for vehicle component manufacturers,UNSURE,auto:insufficient_evidence,N
2558,Multinational corporations and domestic market structure: The case of Greek manu,UNSURE,auto:insufficient_evidence,N
2560,The implications of internationalisation for the management of the vehicle compo,UNSURE,auto:insufficient_evidence,N
2561,Internationalization of Benetton,UNSURE,auto:insufficient_evidence,N
2564,An Analysis of the Growth and Profitability of the World's Largest Firms 1972 to,Y,"auto_abstract:ip_performance,ip_internationaliz",Y
2566,The Steel Industry,UNSURE,auto:insufficient_evidence,Y
