seq,priority,doi_available,source,year,authors,title,journal,doi,icrv,cdai,dpl,doi_type,fp_type,n,r,notes,extraction_status,abstract
465,Low,Y,,2025,"Geldres-Weiss, Valeska V.; Guerrero-Stuardo, Pedro E.; Marinova, Svetla; Ortiz-Cea, Vesnia; Reveco, Roberto","Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",SUSTAINABILITY,10.3390/su17125381,,,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
466,Low,Y,,2024,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",Exporting is a team sport: the link between management training and performance in SMEs,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,,,3,EXP,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
467,Low,Y,,2024,"Chaudhuri, Ranjan; Vrontis, Demetris; Chatterjee, Sheshadri","External environment and internal dynamics of ""born global"": strategic and operational firm performance",MANAGEMENT DECISION,10.1108/md-02-2023-0168,,,3,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
468,Low,Y,,2023,"Heriqbaldi, Unggul; Jayadi, Achmad; Erlando, Angga; Samudro, Bhimo Rizky; Widodo, Wahyu; Esquivias, Miguel Angel","Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",DATA IN BRIEF,10.1016/j.dib.2023.109112,2,L,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
469,Low,Y,,2023,"Venugopal, Ajith; Al-Shammari, Marwan; Thotapalli, Prasad M. V.; Fuad, Mohammad",Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22354,2,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
470,Low,Y,,2022,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",Intellectual capital and firm efficiency of US multinational software firms,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,1,L,3,other,Efficiency,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
471,Low,Y,,2021,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,,,3,EXP,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=financial_perf; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
472,Low,Y,,2021,"Gkypali, Areti; Love, James H.; Roper, Stephen",Export status and SME productivity: Learning-to-export versus learning-by-exporting,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,,,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
473,Low,Y,,2021,"Alnori, Faisal",Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,1,L,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
474,Low,Y,,2020,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,,,3,EXP,Efficiency,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
475,Low,Y,,2020,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward, Philippa",A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,2,L,3,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
476,Low,Y,,2020,"Revindo, Mohamad Dian; Gan, Christopher; Alta, Aditya",Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,2,L,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
477,Low,Y,,2019,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x19848425,,,3,EXP,sales_growth,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=sales_growth; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
478,Low,Y,,2019,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",Take your time: Examining when green innovation affects financial performance in multinationals,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.06.135,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=financial_perf,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
479,Low,Y,,2019,"Ferrante, Maria R.; Freo, Marzia",Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,WORLD ECONOMY,10.1111/twec.12807,,,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
480,Low,Y,,2018,"Sharma, Chandan","Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2017.11.015,2,L,3,EXP,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
481,Low,Y,,2018,"Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan","Foreign currency borrowing, exports and firm performance: evidence from a currency crisis",EUROPEAN JOURNAL OF FINANCE,10.1080/1351847x.2017.1421246,1,M,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance; icrv_auto:country:europe; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
482,Low,Y,,2017,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,,,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
483,Low,Y,,2017,"Metz, Philipp","Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
484,Low,Y,,2015,Thi Thu Tra Pham,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,2,L,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
485,Low,Y,,2015,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
486,Low,Y,,2015,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,CHINA & WORLD ECONOMY,10.1111/cwe.12128,1,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
487,Low,Y,,2014,"Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant","Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience",BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:uk,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
488,Low,Y,,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=financial_perf,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
489,Low,Y,,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
490,Low,Y,,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
491,Low,Y,,2009,"Driffield, Nigel; Chiang, P.","The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan",INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,1,,2,,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:subsidiaries+fp,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
492,Low,Y,,2009,"Mauri, Alfredo J.",Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,,,2,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
493,Low,Y,,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,1,L,2,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
494,Low,Y,,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,1,,2,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
495,Low,Y,,2007,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragnhild",The impact of national culture and communication on exporter-distributor relations and on export performance,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,,,2,EXP,Export/operational,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Export performance / export outcome,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
496,Low,Y,,2007,"Filatotchev, Igor; Isachenkova, Natalia; Mickiewicz, Tomasz","Corporate governance, managers' independence, exporting, and performance of firms in transition economies",EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x430504,2,,2,EXP,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
497,Low,Y,,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
498,Low,N,,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,,,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
499,Low,N,,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,1,L,3,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
500,Low,N,,2023,"Civelek, Mehmet; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir; Vincurova, Zuzana",Strategic Marketing Communication for Sustainable Growth: Examining the Influence on Export Intentions and Financial Performance in Iron and Mining SMEs,ACTA MONTANISTICA SLOVACA,,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
501,Low,N,,2022,"Kljucnikov, Aleksandr; Civelek, Mehmet; Krajcik, Vladimir; Novak, Petr; Cervinka, Michal",Financial performance and bankruptcy concerns of SMEs in their export decision,OECONOMIA COPERNICANA,,,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
502,Low,N,,2021,"Guo, Bin; Wang, Zhen",Internationalisation path heterogeneity and growth for international new ventures,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,
503,Low,N,,2019,"de Rassenfosse, Gaetan; Thomson, Russell",R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,,,3,,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:subsidiaries+fp,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
504,Low,N,,2019,"Lukason, Oliver; Vissak, Tiia",Internationalization and failure risk patterns Evidence from young Estonian manufacturing exporters,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,3,,SURV,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,
505,Low,N,,2019,"Korsakiene, Renata; Kozak, Vratislav; Bekesiene, Svajone; Smaliukiene, Rasa",MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,E & M EKONOMIE A MANAGEMENT,,,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,
506,Low,N,,2019,"Ben Slimane, Mehdi; Baghdadi, Leila",How internationalization affects firms' growth in the MENA region? A quantile regression approach,ECONOMICS BULLETIN,,,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,
507,Low,N,,2018,"Sophia, S. Felix; Gayathri, J.",Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
508,Low,N,,2018,"Gu, Jinlong; Yang, Yong; Strange, Roger","Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
509,Low,N,,2018,"Habib, Ashfaq; Huang, Xiaoxia","Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,,,3,,ACC,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,
510,Low,N,,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,,,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,
