seq,priority,doi_available,source,year,authors,title,journal,doi,icrv,cdai,dpl,doi_type,fp_type,n,r,notes,extraction_status,abstract,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type
490,Low,Y,,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
491,Low,Y,,2009,"Driffield, Nigel; Chiang, P.","The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan",INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,1,,2,,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:subsidiaries+fp,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:subsidiaries|export-productivity,1,,
492,Low,Y,,2009,"Mauri, Alfredo J.",Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,I,,2,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:firm-performance,,,firm_performance
493,Low,Y,,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,1,L,2,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:exporter|export-productivity,1,,
494,Low,Y,,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,1,,2,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE|firm-performance,1,other,firm_performance
495,Low,Y,,2007,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragnhild",The impact of national culture and communication on exporter-distributor relations and on export performance,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,I,,2,EXP,Export/operational,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Export performance / export outcome,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,N,EXCL-DV:export-performance-as-DV,,,
496,Low,Y,,2007,"Filatotchev, Igor; Isachenkova, Natalia; Mickiewicz, Tomasz","Corporate governance, managers' independence, exporting, and performance of firms in transition economies",EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x430504,2,,2,EXP,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:exporting→performance-transition-economy,2,,
497,Low,Y,,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,MX,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE|firm-performance,,other,
498,Low,N,,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,MX,,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:firm-performance,,,firm_performance
499,Low,N,,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,1,L,3,,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=firm_performance,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:firm-performance,1,,firm_performance
500,Low,N,,2023,"Civelek, Mehmet; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir; Vincurova, Zuzana",Strategic Marketing Communication for Sustainable Growth: Examining the Influence on Export Intentions and Financial Performance in Iron and Mining SMEs,ACTA MONTANISTICA SLOVACA,,I,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,N,EXCL-DV:export-intention-as-DV,,,financial_perf
501,Low,N,,2022,"Kljucnikov, Aleksandr; Civelek, Mehmet; Krajcik, Vladimir; Novak, Petr; Cervinka, Michal",Financial performance and bankruptcy concerns of SMEs in their export decision,OECONOMIA COPERNICANA,,I,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,N,EXCL-DV:export-decision-as-DV,,,financial_perf
502,Low,N,,2021,"Guo, Bin; Wang, Zhen",Internationalisation path heterogeneity and growth for international new ventures,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,I,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
503,Low,N,,2019,"de Rassenfosse, Gaetan; Thomson, Russell",R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,MX,,3,,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:subsidiaries+fp,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:R&D-offshoring→home-productivity,,,
504,Low,N,,2019,"Lukason, Oliver; Vissak, Tiia",Internationalization and failure risk patterns Evidence from young Estonian manufacturing exporters,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,I,,3,,SURV,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
505,Low,N,,2019,"Korsakiene, Renata; Kozak, Vratislav; Bekesiene, Svajone; Smaliukiene, Rasa",MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,E & M EKONOMIE A MANAGEMENT,,I,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
506,Low,N,,2019,"Ben Slimane, Mehdi; Baghdadi, Leila",How internationalization affects firms' growth in the MENA region? A quantile regression approach,ECONOMICS BULLETIN,,,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
507,Low,N,,2018,"Sophia, S. Felix; Gayathri, J.",Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
508,Low,N,,2018,"Gu, Jinlong; Yang, Yong; Strange, Roger","Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
509,Low,N,,2018,"Habib, Ashfaq; Huang, Xiaoxia","Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,I,,3,,ACC,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:manufacturing-exports→profitability,,,financial_perf
510,Low,N,,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,MX,,3,EXP,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:exporter|export-productivity,,,
511,Low,N,,2016,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",Rethinking the Literature on the Performance of Chinese Multinational Enterprises,MANAGEMENT AND ORGANIZATION REVIEW,,2,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,2,other,
512,Low,N,,2014,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Lange, Sandra","Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added Cultural, Governance, Geographic, and Economic Distance in MNEs' International Expansion",JOURNAL OF INTERNATIONAL MANAGEMENT,,MX,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:psychic-distance→MNE-performance,,,
513,Low,N,,2013,"Castellani, Davide; Pieri, Fabio",R&D offshoring and the productivity growth of European regions,RESEARCH POLICY,,1,M,3,,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:subsidiaries+fp; icrv_auto:country:europe,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,N,EXCL-MACRO:regional-level-analysis,,,
514,Low,N,,2012,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,1,L,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:spain,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE|firm-performance,,other,firm_performance
515,Low,N,,2011,"Kylaheiko, Kalevi; Jantunen, Ari; Puumalainen, Kaisu; Saarenketo, Sami; Tuppura, Anni",Innovation and internationalization as growth strategies: The role of technological capabilities and appropriability,INTERNATIONAL BUSINESS REVIEW,,I,,3,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
516,Low,N,,2011,"Li, Sali; Tallman, Stephen","MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES",STRATEGIC MANAGEMENT JOURNAL,,I,,3,,,,,,AUTO-CODED FROM UNSURE-R4; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNC-strategies→performance-outcomes,,,
517,Low,N,,2010,"Oh, Chang Hoon",Value Creation and Home Region Internationalization of U.S. MNEs,MULTINATIONAL BUSINESS REVIEW,,I,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|MNE,1,other,
518,Low,N,,2009,"Chiao, Yu-Ching; Li, Peng-Yu",Are more exports better for a firm's performance? The moderating effect of FDI,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,1,,2,FDI,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe; doi_type_auto:FDI,AUTO-CODED FROM UNSURE-RESOLVED TITLE; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:FDI,,FDI,
519,Low,N,,2007,"Li, Lei; Li, Dan",TESTING THE GLOBAL AND REGIONAL STRATEGIES OF MULTINATIONAL ENTERPRISES,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,MX,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE|firm-performance,,other,
520,Low,N,,2007,"Kim, Hyung Jun; Jung, Duk Hwa",A Study on the Born Global Venture Corporation's Characteristics and Performance,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,,I,,2,,,,,,AUTO-CODED FROM UNSURE-R5; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:born-global→performance,,,
521,Low,N,,2003,"Dhanaraj, C; Beamish, PW",A resource-based approach to the study of export performance,JOURNAL OF SMALL BUSINESS MANAGEMENT,,MX,,2,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,AUTO-CODED FROM UNSURE-RESOLVED TITLE; NEEDS FULL-TEXT VERIFICATION,,N,EXCL:wrong-dir-export-perf-DV|antecedent-framing-export-perf,,,
522,Low,N,,2000,"Gao, T",Exchange rate movements and the profitability of US multinationals,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,,1,L,2,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:prescreen-Y+fp=financial_perf,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE|financial-perf,1,other,financial_perf
523,Low,N,,1998,"Campi, C; La Bella, A",Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,MX,,1,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
524,Low,N,,1993,"KIM, WC; HWANG, P; BURGERS, WP",MULTINATIONALS DIVERSIFICATION AND THE RISK-RETURN TRADE-OFF,STRATEGIC MANAGEMENT JOURNAL,,MX,,1,,,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
525,Medium,N,S0211,2022,"Cela, Arjona; Hysa, Eglantina; Voica, Marian Catalin; Panait, Mirela; Manta, Otilia",Internationalization of Large Companies from Central and Eastern Europe or the Birth of New Stars,SUSTAINABILITY,,MX,,3,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:benefits_costs_multinationality_CEE_direct_IP; dpl_auto:year-proxy:3,R6_SCREENED_IN; NEEDS_FULL_TEXT,,Y,INCL:internationalization,3,other,
526,High,Y,S0236,2022,"Berry, Heather; Kaul, Aseem","Disaggregating Multinationality: An Empirical Examination of Aggregation, Adaptation, and Arbitrage Activities by U.S. Multinational Corporations",STRATEGY SCIENCE,10.1287/stsc.2022.0158,MX,,3,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:disaggregating_multinationality_AAA_StrategyScience_IP; dpl_auto:year-proxy:3,R6_SCREENED_IN; NEEDS_FULL_TEXT,,Y,INCL:MNE,1,other,
527,High,Y,S0377,2019,"Sandberg, Susanne; Sui, Sui; Baum, Matthias",Effects of prior market experiences and firm-specific resources on developed economy SMEs' export exit from emerging markets: Complementary or compensatory?,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.10.014,MX,,3,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:post_acquisition_performance_EM_direct_IP_JBR; dpl_auto:year-proxy:3,R6_SCREENED_IN; NEEDS_FULL_TEXT,,N,EXCL-DV:export-exposure-as-DV,1,,
528,High,Y,S0378,2019,"Wu, Jie; Park, Seung Ho",The role of international institutional complexity on emerging market multinational companies' innovation,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1166,MX,,3,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:institutional_complexity_EMNE_subsidiary_performance_GSJ; dpl_auto:year-proxy:3,R6_SCREENED_IN; NEEDS_FULL_TEXT,,Y,INCL:MNE,2,other,
529,High,Y,S0446,2018,"Spyropoulou, Stavroula; Katsikeas, Constantine S.; Skarmeas, Dionysis; Morgan, Neil A.","Strategic goal accomplishment in export ventures: the role of capabilities, knowledge, and environment",JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,10.1007/s11747-017-0519-8,MX,,3,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:export_venture_goal_accomplishment_capabilities_JAMS; dpl_auto:year-proxy:3,R6_SCREENED_IN; NEEDS_FULL_TEXT,,N,EXCL-DV:export-venture-goal-accomplishment,,,
530,High,Y,S0515,2016,"Dikova, Desislava; Jaklic, Andreja; Burger, Anze; Kuncic, Aljaz",What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.05.001,I,,2,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:SME_exporters_transition_economy_effect_on_performance_JWB; dpl_auto:year-proxy:2,R6_SCREENED_IN; NEEDS_FULL_TEXT,,N,EXCL-DV:export-strategy-diversified-vs-focused,3,,
531,High,Y,S0579,2015,"Schmid, Stefan; Wurster, Dennis J.",Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.070232,I,,2,,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:TMT_international_experience_firm_performance_EJIB; dpl_auto:year-proxy:2,R6_SCREENED_IN; NEEDS_FULL_TEXT,,Y,INCL:internationalization,1,other,
532,High,Y,S0583,2015,"Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas","Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries",JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,MX,,2,FDI,TBD,NR - extract from paper,NR - extract from paper,R6:title-Y:FDI_performance_political_strategies_JWB; dpl_auto:year-proxy:2; doi_type_auto:title:FDI,R6_SCREENED_IN; NEEDS_FULL_TEXT,,Y,INCL:FDI,,FDI,
533,Medium,Y,R8_websearch,2024,"Srividhya, M.; Vidya, C. T.",Internationalization at Inception: Insights from the Indian Textile Industry's Born Globals,JOURNAL OF ECONOMIC INTEGRATION,10.11130/jei.2024033,3,,2,fsts,roa,992,0.13,"S0129 | r=0.13** (Table 3, DOI-ROA corr, experienced BGs, p<.01) | n≈992 firm-yr (62 exp-BG/yr × 16yr panel 2005-2021) | IV: export sales/total sales×100 (FSTS) | DV: ROA | India (ICRV=3) | inverted-U (short run) + M-curve (long run) | DPL spans 1-3 coded=2 | cDAI pending World Bank lookup",extracted,"Investigates I→FP in Indian textile Born Globals (n=72 firms, PROWESS panel 2005-2021). Finds inverted-U (inexperienced BGs) and M-curve (experienced BGs). DV=ROA; IV=DOI (export/total sales). r(DOI,ROA)=0.13** in experienced-BG sample.",Y,INCL:internationalization,2,other,
534,Medium,Y,R8_websearch,2022,"Kang, Yuanfei; Zhao, Chao; Battisti, Martina",Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,LONG RANGE PLANNING,10.1016/j.lrp.2022.102220,,,,,,,,"S0240 | I->P confirmed: internationalization speed -> firm performance, organizational l",pending,,Y,INCL:internationalization,,other,
535,Medium,N,R8_websearch,2012,"Borda-Reyes, Armando",The impact of business group diversification on emerging market multinationals: Evidence from Latin America,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,3,,,,,,,"S0683 | I->P confirmed: multinationality->performance relationship, business group diver",pending,,Y,INCL:MNE,2,other,
