seq,priority,doi_available,source,year,authors,title,journal,doi,access_link,icrv,cdai,dpl,doi_type,fp_type,country,n,r,coding_warning,notes,extracted
100,Low,Y,original,2024,"Chaudhuri, Ranjan; Vrontis, Demetris; Chatterjee, Sheshadri","External environment and internal dynamics of ""born global"": strategic and operational firm performance",MANAGEMENT DECISION,10.1108/md-02-2023-0168,https://doi.org/10.1108/md-02-2023-0168,,,3,,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
175,Low,Y,original,2023,"Heriqbaldi, Unggul; Jayadi, Achmad; Erlando, Angga; Samudro, Bhimo Rizky; Widodo, Wahyu; Esquivias, Miguel Angel","Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",DATA IN BRIEF,10.1016/j.dib.2023.109112,https://doi.org/10.1016/j.dib.2023.109112,2,L,3,EXP,firm_performance,Indonesia,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Exporting / export activity,
178,Low,Y,original,2023,"Venugopal, Ajith; Al-Shammari, Marwan; Thotapalli, Prasad M. V.; Fuad, Mohammad",Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22354,https://doi.org/10.1002/tie.22354,2,,3,other,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
203,Low,Y,original,2022,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",Intellectual capital and firm efficiency of US multinational software firms,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,https://doi.org/10.1108/jic-02-2021-0041,1,L,3,other,Efficiency,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
266,Low,Y,original,2021,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,https://doi.org/10.1057/s41267-020-00360-8,,,3,EXP,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf; doi_type_auto:Exporting / export activity,
280,Low,Y,original,2021,"Gkypali, Areti; Love, James H.; Roper, Stephen",Export status and SME productivity: Learning-to-export versus learning-by-exporting,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,https://doi.org/10.1016/j.jbusres.2021.02.026,,,3,EXP,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
297,Low,Y,original,2021,"Alnori, Faisal",Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,https://doi.org/10.1111/jifm.12134,1,L,3,other,financial_perf,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
330,Low,Y,original,2020,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,https://doi.org/10.1016/j.jbusres.2019.10.074,,,3,EXP,Efficiency,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
346,Low,Y,original,2020,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward, Philippa",A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,https://doi.org/10.3390/su12145508,2,L,3,,firm_performance,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
363,Low,Y,original,2020,"Revindo, Mohamad Dian; Gan, Christopher; Alta, Aditya",Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,https://doi.org/10.21002/seam.v14i2.11771,2,L,3,EXP,firm_performance,Indonesia,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance; doi_type_auto:Exporting / export activity,
387,Low,Y,original,2019,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x19848425,https://doi.org/10.1177/1069031x19848425,,,3,EXP,sales_growth,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=sales_growth; doi_type_auto:Exporting / export activity,
390,Low,Y,original,2019,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",Take your time: Examining when green innovation affects financial performance in multinationals,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.06.135,https://doi.org/10.1016/j.jclepro.2019.06.135,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,
393,Low,Y,original,2019,"Ferrante, Maria R.; Freo, Marzia",Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,WORLD ECONOMY,10.1111/twec.12807,https://doi.org/10.1111/twec.12807,,,3,EXP,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
414,Low,Y,original,2018,"Sharma, Chandan","Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2017.11.015,https://doi.org/10.1016/j.qref.2017.11.015,2,L,3,EXP,TBD,India,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
422,Low,Y,original,2018,"Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan","Foreign currency borrowing, exports and firm performance: evidence from a currency crisis",EUROPEAN JOURNAL OF FINANCE,10.1080/1351847x.2017.1421246,https://doi.org/10.1080/1351847x.2017.1421246,1,M,3,EXP,firm_performance,Europe,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance; icrv_auto:country:europe; doi_type_auto:Exporting / export activity,
476,Low,Y,original,2017,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,https://doi.org/10.1177/0149206315573998,,,3,EXP,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
488,Low,Y,original,2017,"Metz, Philipp","Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,https://doi.org/10.1504/ijbe.2017.10006208,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
563,Low,Y,original,2015,Thi Thu Tra Pham,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,https://doi.org/10.1355/ae32-1e,2,L,3,EXP,Productivity,Vietnam,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
576,Low,Y,original,2015,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,https://doi.org/10.1007/s11575-014-0225-4,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
582,Low,Y,original,2015,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,CHINA & WORLD ECONOMY,10.1111/cwe.12128,https://doi.org/10.1111/cwe.12128,1,,3,other,financial_perf,China; Taiwan,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
602,Low,Y,original,2014,"Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant","Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience",BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,https://doi.org/10.1111/1467-8551.12013,1,L,3,other,TBD,Uk,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:uk,
634,Low,Y,original,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,https://doi.org/10.1057/jibs.2013.5,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,
665,Low,Y,original,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,https://doi.org/10.1016/j.ibusrev.2011.02.005,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
676,Low,Y,original,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,https://doi.org/10.1111/j.2042-5805.2012.01045.x,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
721,Low,Y,original,2009,"Driffield, Nigel; Chiang, P.","The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan",INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,https://doi.org/10.1080/13571510802638916,1,,2,,Productivity,China; Taiwan,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:subsidiaries+fp,
731,Low,Y,original,2009,"Mauri, Alfredo J.",Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,https://doi.org/10.1007/s11575-009-0015-6,,,2,,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
732,Low,Y,original,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,https://doi.org/10.1016/j.ibusrev.2009.08.002,1,L,2,EXP,Productivity,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed; doi_type_auto:Exporting / export activity,
733,Low,Y,original,2009,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,https://doi.org/10.1016/j.ijhm.2009.04.002,1,,2,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
